id,sentence
7111,"This may be overly obvious, but in American English, saying ""you're welcome"" is certainly polite and standard."
7121,"Back in the day, ""cable"" was used to describe communications sent abroad."
7131,Those expressions could have slightly different meanings especially when talking about finance.
7141,"In the United States, jails are operated by cities and counties (or equivalent)."
7151,"Yes, your sentence will be clearer if you write the actual word instead of the slash."
7161,"If you understand yourself and your enemy, you will be far more likely to win any battle."
7171,There are a lot of push up variations you can do and they all stress different muscle systems.
7181,You definitely do NOT want to be supporting your weight with your arms on the bike for normal riding.
7191,"Yes, you should stretch before running, but not the sit down and reach kind of stretching."
7201,"I feel your pain - I absolutely pour with sweat with any vigorous exercise, even in cool conditions."
7211,Running downhill is the BEST way to strengthen your quad muscles.
7221,I recently stumbled on a great article that talks about protein consumption for the purposes of building muscle (recovery included).
7231,"Rotate through square, lunges and calf raises doing each until you feel a little burn."
7241,"If you're doing a full body workout 6 days a week, you absolutely need the rest week."
7251,I've noticed a remarkable difference when I run on the treadmill vs when I run on the road.
7261,Google search for Travel WODs has whole lots of results which you can use.
7271,"Since you're being kind of vague here, I can only give you a vague answer."
7281,"First of all, as a general matter of fact you suppose to change your workout routine in every 3-4 weeks."
7291,"Properly executed weight training will increase, not decrease, your flexibility and mobility."
7301,I think it is still feasible to store seeds until the next year.
7311,It is not recommended to use greywater on vegetables that you will eat directly.
7321,"Yes, you can add coffee grounds with their filters to your compost pile."
7331,There are no post-emergents that specifically kill crabgrass without killing lawn grass.
7341,Pick them as soon as they are as ripe as you want them.
7351,Thistle is classified as a noxious weed in most places and must be controlled.
7361,Support is good for eggplants as the fruit may become heavy and can even break the branches.
7371,"To paraphrase a common saying, ""One man's weed is another man's lawn""."
7381,Just about anything can be grown indoors without natural sunlight.
7391,Chances are picking the seeds once it's gone to seed isn't going to actually encourage new growth.
7401,"So you know, I do not have personal experience with this."
7411,In the past it has grown almost like a weed in our pots on our deck here in North Texas.
7421,There is a very full description of the various types of hormone rooting compound here.
7431,I found it difficult to mark just one answer as correct because all are.
7441,"Simple answer is yes, flower shoots on lettuce is a sure sign of bolting."
7451,"Dirt can mean pretty much anything, from good to poor quality soil."
7461,"If you can get over the ""ick factor,"" you have an easily-applied source of organic nitrogen fertilizer close at hand."
7471,The point of aerating your pile is to get oxygen to the microbes that break down the organic matter.
7481,"I bought a book, which talks about this, so here's an answer to my own question."
7491,"Aloes, like most succulents, are very hardy and will withstand considerable neglect ."
7501,This looks a lot like an invitation to a No True Scottsman argument.
7511,Some villages had histories and thus names going back to Ancient Roman times.
7521,The USA is the world's strongest country because of its military force.
7531,Nearly all countries grew quickly in the 1950s and 1960s for pretty much the same reasons.
7541,"While Queen may refer to both Queen regent (sovereign) or Queen consort, the King has always been the sovereign."
7551,To no extent at all is the wars in the middle east caused by trade making the area heterogeneous.
7561,"""What I am really looking for is an estimation of the Muslim population..."" @ThanosK and @T.E.D., an overall, general population estimation f.e."
7571,In Hinduism and Buddhism there is message of peace and an encouragement to not be materialistic.
7581,I guess those are greek tickets (εισιτηριον) for excavation sites or museums.
7591,These are tickets to the archaeological sites of Epidaurus (which includes the still in use theatre) and Mycenae.
7601,Looks like you've rediscovered Jaspers's concept of the Axial Age.
7611,"Yes, I can tell you from personal experience that they certainly did whistle."
7621,"By the time that Qin had totally collapsed, Xiang Yu was China's hegemon."
7631,"There were indeed some serious issues surrounding Kennedy's election in 1960, one of the closest elections in History."
7641,"""The grass family is one of the most widely distributed and abundant groups of plants on Earth."
7651,http://en.wikipedia.org/wiki/History_of_Delhi#Early_history shows that the city was called Delhi (or Dilli) at least since the 12/13th century.
7661,"Dominus, plural Domini, in ancient Rome, “master,” or “owner,” particularly of slaves."
7671,"The bulk of India then was not controlled by Porus, but by the Nanda dynasty, centered at Pataliputra."
7681,"Yes, this is true and yes, in most cases indefinite articles indeed developed from numerals, as @MGN already said."
7691,Preserving grammaticality and preserving meaning of the sentence are two different things.
7701,In some nowadays Indo-European languages you can still see rests of base-20 numeral systems.
7711,The difficulty arises not from the various linguistic properties of the language pair as many here suggest.
7721,"In English, certainly the most common use of do is Do-Support."
7731,A caveat: I'm experiencing the tail end of a three day migraine.
7741,The reason for this is that Russian is a much more tonal language than English.
7751,"Palatalisation of /k/ before front vowels happens all over the place: Russian, Greek, Turkish, Persian etc."
7761,All the same methods of analysis that are used with spoken languages apply successfully to signed languages.
7771,"Newspeak, a ""deliberately impoverished"" language designed to prevent people from communicating and thinking about subversive ideas."
7781,"In Russian, for example, animacy is not clear-cut in the distinction animate/inanimate."
7791,"As you can see from this map on the Wals.info site, there are many."
7801,"Zipf’s law, as I understand it, is not really about languages, but about statistics and probability."
7811,A part of the question thusfar unattended is whether the concept of phoneme has always been contentious.
7821,"If you arecomming from the non-linguistics environment, the best book is to start with Is Fromkin, Introduction to language."
7831,From what I'm seeing it's generally accepted that most English speakers have a vocabulary size of 15000 to 20000 words.
7841,"A tent may give you slightly more protection than sleeping out in the open, but not much."
7851,A few points to add here: Coyotes are not know to be aggressive towards humans.
7861,"Nylon dries fast, is resistant to ripping and tearing, and fairly breathable."
7871,GPS (wikipedia) is based on orbiting satellites and so is accurate worldwide.
7881,"Different parts of California have different wildlife, so you should probably narrow the region."
7891,So it's important to have a basic understanding before you even get on skis.
7901,"In a gym, the toprope will be wrapped over a cylindrical bar."
7911,I visit AZ every summer and include some hikes in the desert when I'm there.
